date,path,orbit
2000-03-21,74,1377
2000-03-21,90,1378
2000-03-21,99,1364
2000-03-21,115,1365
2000-03-21,131,1366
2000-03-21,147,1367
2000-03-21,163,1368
2000-03-21,179,1369
2000-03-21,195,1370
2000-03-21,211,1371
2000-03-21,227,1372
2000-03-22,1,1387
2000-03-22,17,1388
2000-03-22,33,1389
2000-03-22,49,1390
2000-03-22,65,1391
2000-03-22,81,1392
2000-03-22,106,1379
2000-03-22,122,1380
2000-03-22,138,1381
2000-03-22,154,1382
2000-03-22,170,1383
2000-03-22,186,1384
2000-03-22,202,1385
2000-03-22,218,1386
2000-03-23,8,1402
2000-03-23,40,1404
2000-03-23,56,1405
2000-03-23,72,1406
2000-03-23,88,1407
2000-03-23,97,1393
2000-03-23,113,1394
2000-03-23,129,1395
2000-03-23,145,1396
2000-03-23,161,1397
2000-03-23,177,1398
2000-03-23,193,1399
2000-03-23,209,1400
2000-03-23,225,1401
2000-03-24,47,1419
2000-03-24,63,1420
2000-03-24,79,1421
2000-03-24,104,1408
2000-03-24,120,1409
2000-03-24,136,1410
2000-03-24,152,1411
2000-03-24,168,1412
2000-03-24,184,1413
2000-03-24,200,1414
2000-03-24,216,1415
2000-03-24,232,1416
2000-03-25,6,1431
2000-03-25,22,1432
2000-03-25,38,1433
2000-03-25,54,1434
2000-03-25,70,1435
2000-03-25,86,1436
2000-03-25,111,1423
2000-03-25,127,1424
2000-03-25,159,1426
2000-03-25,175,1427
2000-03-25,191,1428
2000-03-25,207,1429
2000-03-25,223,1430
2000-03-26,13,1446
2000-03-26,29,1447
2000-03-26,102,1437
2000-03-26,118,1438
2000-03-26,134,1439
2000-03-26,150,1440
2000-03-26,166,1441
2000-03-26,182,1442
2000-03-26,198,1443
2000-03-26,214,1444
2000-03-26,230,1445
2000-03-27,68,1464
2000-03-27,84,1465
2000-03-28,11,1475
2000-03-28,27,1476
2000-03-28,43,1477
2000-03-28,59,1478
2000-03-28,75,1479
2000-03-28,91,1480
2000-03-28,100,1466
2000-03-28,116,1467
2000-03-28,132,1468
2000-03-28,148,1469
2000-03-28,164,1470
2000-03-28,180,1471
2000-03-28,196,1472
2000-03-28,212,1473
2000-03-28,228,1474
2000-03-29,2,1489
2000-03-29,18,1490
2000-03-29,34,1491
2000-03-29,50,1492
2000-03-29,66,1493
2000-03-29,82,1494
2000-03-29,107,1481
2000-03-29,123,1482
2000-03-29,139,1483
2000-03-29,155,1484
2000-03-29,171,1485
2000-03-29,187,1486
2000-03-29,203,1487
2000-03-29,219,1488
2000-03-30,9,1504
2000-03-30,25,1505
2000-03-30,41,1506
2000-03-30,57,1507
2000-03-30,73,1508
2000-03-30,89,1509
2000-03-30,98,1495
2000-03-30,114,1496
2000-03-30,130,1497
2000-03-30,146,1498
2000-03-30,162,1499
2000-03-30,178,1500
2000-03-30,194,1501
2000-03-30,210,1502
2000-03-30,226,1503
2000-03-31,16,1519
2000-03-31,32,1520
2000-03-31,48,1521
2000-03-31,64,1522
2000-03-31,80,1523
2000-03-31,105,1510
2000-03-31,121,1511
2000-03-31,137,1512
2000-03-31,153,1513
2000-03-31,169,1514
2000-03-31,185,1515
2000-03-31,201,1516
2000-03-31,217,1517
2000-03-31,233,1518
2000-04-01,7,1533
2000-04-01,23,1534
2000-04-01,39,1535
2000-04-01,55,1536
2000-04-01,71,1537
2000-04-01,87,1538
2000-04-01,96,1524
2000-04-01,112,1525
2000-04-01,128,1526
2000-04-01,144,1527
2000-04-01,160,1528
2000-04-01,176,1529
2000-04-01,192,1530
2000-04-01,208,1531
2000-04-01,224,1532
2000-04-02,14,1548
2000-04-02,30,1549
2000-04-02,46,1550
2000-04-02,62,1551
2000-04-02,78,1552
2000-04-02,103,1539
2000-04-02,119,1540
2000-04-02,135,1541
2000-04-02,151,1542
2000-04-02,167,1543
2000-04-02,183,1544
2000-04-02,199,1545
2000-04-02,215,1546
2000-04-02,231,1547
2000-04-03,5,1562
2000-04-03,21,1563
2000-04-03,37,1564
2000-04-03,53,1565
2000-04-03,69,1566
2000-04-03,85,1567
2000-04-03,94,1553
2000-04-03,110,1554
2000-04-03,126,1555
2000-04-03,142,1556
2000-04-03,158,1557
2000-04-03,174,1558
2000-04-03,190,1559
2000-04-03,206,1560
2000-04-03,222,1561
2000-04-04,12,1577
2000-04-04,28,1578
2000-04-04,44,1579
2000-04-04,60,1580
2000-04-04,76,1581
2000-04-04,92,1582
2000-04-04,101,1568
2000-04-04,117,1569
2000-04-04,133,1570
2000-04-04,149,1571
2000-04-04,165,1572
2000-04-04,181,1573
2000-04-04,197,1574
2000-04-04,213,1575
2000-04-04,229,1576
2000-04-05,3,1591
2000-04-05,19,1592
2000-04-05,35,1593
2000-04-05,51,1594
2000-04-05,67,1595
2000-04-05,83,1596
2000-04-05,108,1583
2000-04-05,124,1584
2000-04-05,140,1585
2000-04-05,156,1586
2000-04-05,172,1587
2000-04-05,188,1588
2000-04-05,204,1589
2000-04-05,220,1590
2000-04-06,10,1606
2000-04-06,26,1607
2000-04-06,42,1608
2000-04-06,58,1609
2000-04-06,74,1610
2000-04-06,90,1611
2000-04-06,99,1597
2000-04-06,115,1598
2000-04-06,131,1599
2000-04-06,147,1600
2000-04-06,163,1601
2000-04-06,179,1602
2000-04-06,195,1603
2000-04-06,211,1604
2000-04-06,227,1605
2000-04-07,1,1620
2000-04-07,17,1621
2000-04-07,33,1622
2000-04-07,49,1623
2000-04-07,65,1624
2000-04-07,81,1625
2000-04-07,106,1612
2000-04-07,122,1613
2000-04-07,138,1614
2000-04-07,154,1615
2000-04-07,170,1616
2000-04-07,186,1617
2000-04-07,202,1618
2000-04-07,218,1619
2000-04-08,8,1635
2000-04-08,24,1636
2000-04-08,40,1637
2000-04-08,56,1638
2000-04-08,72,1639
2000-04-08,88,1640
2000-04-08,97,1626
2000-04-08,113,1627
2000-04-08,129,1628
2000-04-08,145,1629
2000-04-08,161,1630
2000-04-08,177,1631
2000-04-08,193,1632
2000-04-08,209,1633
2000-04-08,225,1634
2000-04-09,15,1650
2000-04-09,31,1651
2000-04-09,47,1652
2000-04-09,63,1653
2000-04-09,79,1654
2000-04-09,104,1641
2000-04-09,120,1642
2000-04-09,136,1643
2000-04-09,152,1644
2000-04-09,168,1645
2000-04-09,184,1646
2000-04-09,200,1647
2000-04-09,216,1648
2000-04-09,232,1649
2000-04-10,6,1664
2000-04-10,22,1665
2000-04-10,38,1666
2000-04-10,54,1667
2000-04-10,70,1668
2000-04-10,86,1669
2000-04-10,95,1655
2000-04-10,111,1656
2000-04-10,127,1657
2000-04-10,143,1658
2000-04-10,159,1659
2000-04-10,175,1660
2000-04-10,191,1661
2000-04-10,207,1662
2000-04-10,223,1663
2000-04-11,13,1679
2000-04-11,29,1680
2000-04-11,45,1681
2000-04-11,61,1682
2000-04-11,77,1683
2000-04-11,102,1670
2000-04-11,118,1671
2000-04-11,134,1672
2000-04-11,150,1673
2000-04-11,198,1676
2000-04-11,214,1677
2000-04-11,230,1678
2000-04-12,4,1693
2000-04-12,20,1694
2000-04-12,36,1695
2000-04-12,52,1696
2000-04-12,68,1697
2000-04-12,84,1698
2000-04-12,93,1684
2000-04-12,109,1685
2000-04-12,125,1686
2000-04-12,157,1688
2000-04-12,173,1689
2000-04-12,189,1690
2000-04-12,205,1691
2000-04-12,221,1692
2000-04-13,11,1708
2000-04-13,27,1709
2000-04-13,43,1710
2000-04-13,59,1711
2000-04-13,75,1712
2000-04-13,91,1713
2000-04-13,100,1699
2000-04-13,116,1700
2000-04-13,132,1701
2000-04-13,180,1704
2000-04-13,196,1705
2000-04-13,212,1706
2000-04-13,228,1707
2000-04-14,2,1722
2000-04-14,18,1723
2000-04-14,34,1724
2000-04-14,50,1725
2000-04-14,66,1726
2000-04-14,82,1727
2000-04-14,107,1714
2000-04-14,123,1715
2000-04-14,139,1716
2000-04-14,155,1717
2000-04-14,171,1718
2000-04-14,187,1719
2000-04-14,203,1720
2000-04-14,219,1721
2000-04-15,9,1737
2000-04-15,25,1738
2000-04-15,41,1739
2000-04-15,57,1740
2000-04-15,73,1741
2000-04-15,89,1742
2000-04-15,98,1728
2000-04-15,114,1729
2000-04-15,130,1730
2000-04-15,146,1731
2000-04-15,162,1732
2000-04-15,194,1734
2000-04-15,210,1735
2000-04-15,226,1736
2000-04-16,16,1752
2000-04-16,32,1753
2000-04-16,48,1754
2000-04-16,64,1755
2000-04-16,80,1756
2000-04-16,105,1743
2000-04-16,121,1744
2000-04-16,137,1745
2000-04-16,153,1746
2000-04-16,169,1747
2000-04-16,185,1748
2000-04-16,201,1749
2000-04-16,217,1750
2000-04-16,233,1751
2000-04-17,7,1766
2000-04-17,23,1767
2000-04-17,39,1768
2000-04-17,55,1769
2000-04-17,71,1770
2000-04-17,87,1771
2000-04-17,96,1757
2000-04-17,112,1758
2000-04-17,128,1759
2000-04-17,144,1760
2000-04-17,160,1761
2000-04-17,176,1762
2000-04-17,192,1763
2000-04-17,208,1764
2000-04-17,224,1765
2000-04-18,46,1783
2000-04-18,62,1784
2000-04-18,78,1785
2000-04-18,103,1772
2000-04-18,119,1773
2000-04-18,135,1774
2000-04-18,151,1775
2000-04-18,167,1776
2000-04-18,183,1777
2000-04-18,199,1778
2000-04-18,215,1779
2000-04-19,5,1795
2000-04-19,21,1796
2000-04-19,37,1797
2000-04-19,53,1798
2000-04-19,69,1799
2000-04-19,85,1800
2000-04-19,94,1786
2000-04-19,110,1787
2000-04-19,126,1788
2000-04-19,142,1789
2000-04-19,158,1790
2000-04-19,174,1791
2000-04-19,190,1792
2000-04-19,206,1793
2000-04-19,222,1794
2000-04-20,12,1810
2000-04-20,28,1811
2000-04-20,44,1812
2000-04-20,60,1813
2000-04-20,76,1814
2000-04-20,92,1815
2000-04-20,101,1801
2000-04-20,117,1802
2000-04-20,133,1803
2000-04-20,149,1804
2000-04-20,165,1805
2000-04-20,181,1806
2000-04-20,197,1807
2000-04-20,213,1808
2000-04-20,229,1809
2000-04-21,3,1824
2000-04-21,19,1825
2000-04-21,35,1826
2000-04-21,51,1827
2000-04-21,67,1828
2000-04-21,83,1829
2000-04-21,108,1816
2000-04-21,124,1817
2000-04-21,140,1818
2000-04-21,156,1819
2000-04-21,204,1822
2000-04-21,220,1823
2000-04-22,10,1839
2000-04-22,26,1840
2000-04-22,42,1841
2000-04-22,58,1842
2000-04-22,74,1843
2000-04-22,90,1844
2000-04-22,99,1830
2000-04-22,115,1831
2000-04-22,131,1832
2000-04-22,147,1833
2000-04-22,163,1834
2000-04-22,179,1835
2000-04-22,195,1836
2000-04-22,211,1837
2000-04-22,227,1838
2000-04-23,1,1853
2000-04-23,17,1854
2000-04-23,33,1855
2000-04-23,49,1856
2000-04-23,65,1857
2000-04-23,81,1858
2000-04-23,106,1845
2000-04-23,122,1846
2000-04-23,138,1847
2000-04-23,154,1848
2000-04-23,170,1849
2000-04-23,186,1850
2000-04-23,202,1851
2000-04-23,218,1852
2000-04-24,8,1868
2000-04-24,24,1869
2000-04-24,40,1870
2000-04-24,56,1871
2000-04-24,72,1872
2000-04-24,88,1873
2000-04-24,97,1859
2000-04-24,113,1860
2000-04-24,129,1861
2000-04-24,145,1862
2000-04-24,161,1863
2000-04-24,177,1864
2000-04-24,193,1865
2000-04-24,209,1866
2000-04-24,225,1867
2000-04-25,15,1883
2000-04-25,31,1884
2000-04-25,47,1885
2000-04-25,104,1874
2000-04-25,120,1875
2000-04-25,136,1876
2000-04-25,152,1877
2000-04-25,168,1878
2000-04-25,184,1879
2000-04-25,232,1882
2000-04-26,6,1897
2000-04-26,22,1898
2000-04-26,38,1899
2000-04-26,54,1900
2000-04-26,111,1889
2000-04-26,127,1890
2000-04-26,143,1891
2000-04-26,159,1892
2000-04-26,175,1893
2000-04-26,191,1894
2000-04-26,207,1895
2000-04-26,223,1896
2000-04-27,13,1912
2000-04-27,29,1913
2000-04-27,45,1914
2000-04-27,61,1915
2000-04-27,77,1916
2000-04-27,102,1903
2000-04-27,118,1904
2000-04-27,134,1905
2000-04-27,150,1906
2000-04-27,166,1907
2000-04-27,182,1908
2000-04-27,198,1909
2000-04-27,214,1910
2000-04-27,230,1911
2000-04-28,4,1926
2000-04-28,20,1927
2000-04-28,36,1928
2000-04-28,52,1929
2000-04-28,68,1930
2000-04-28,84,1931
2000-04-28,125,1919
2000-04-28,141,1920
2000-04-28,157,1921
2000-04-28,173,1922
2000-04-28,189,1923
2000-04-28,205,1924
2000-04-28,221,1925
2000-04-29,11,1941
2000-04-29,27,1942
2000-04-29,43,1943
2000-04-29,59,1944
2000-04-29,75,1945
2000-04-29,91,1946
2000-04-29,100,1932
2000-04-29,116,1933
2000-04-29,132,1934
2000-04-29,148,1935
2000-04-29,164,1936
2000-04-29,228,1940
2000-04-30,2,1955
2000-04-30,18,1956
2000-04-30,34,1957
2000-04-30,50,1958
2000-04-30,66,1959
2000-04-30,82,1960
2000-04-30,107,1947
2000-04-30,123,1948
2000-04-30,187,1952
2000-04-30,203,1953
2000-04-30,219,1954
2000-05-01,9,1970
2000-05-01,41,1972
2000-05-01,57,1973
2000-05-01,73,1974
2000-05-01,89,1975
2000-05-01,98,1961
2000-05-01,114,1962
2000-05-01,130,1963
2000-05-01,146,1964
2000-05-01,162,1965
2000-05-01,178,1966
2000-05-01,194,1967
2000-05-01,210,1968
2000-05-01,226,1969
2000-05-02,16,1985
2000-05-02,32,1986
2000-05-02,48,1987
2000-05-02,64,1988
2000-05-02,80,1989
2000-05-02,105,1976
2000-05-02,121,1977
2000-05-02,137,1978
2000-05-02,153,1979
2000-05-02,169,1980
2000-05-02,185,1981
2000-05-02,201,1982
2000-05-02,217,1983
2000-05-02,233,1984
2000-05-03,7,1999
2000-05-03,23,2000
2000-05-03,39,2001
2000-05-03,55,2002
2000-05-03,71,2003
2000-05-03,87,2004
2000-05-03,96,1990
2000-05-03,112,1991
2000-05-03,144,1993
2000-05-03,160,1994
2000-05-03,176,1995
2000-05-03,192,1996
2000-05-03,208,1997
2000-05-03,224,1998
2000-05-04,14,2014
2000-05-04,30,2015
2000-05-04,46,2016
2000-05-04,78,2018
2000-05-04,103,2005
2000-05-04,119,2006
2000-05-04,135,2007
2000-05-04,151,2008
2000-05-04,167,2009
2000-05-04,183,2010
2000-05-04,199,2011
2000-05-04,215,2012
2000-05-04,231,2013
2000-05-05,5,2028
2000-05-05,21,2029
2000-05-05,37,2030
2000-05-05,53,2031
2000-05-05,69,2032
2000-05-05,85,2033
2000-05-05,94,2019
2000-05-05,110,2020
2000-05-05,126,2021
2000-05-05,142,2022
2000-05-05,158,2023
2000-05-05,174,2024
2000-05-05,190,2025
2000-05-05,206,2026
2000-05-05,222,2027
2000-05-06,12,2043
2000-05-06,28,2044
2000-05-06,101,2034
2000-05-06,117,2035
2000-05-06,133,2036
2000-05-06,149,2037
2000-05-06,165,2038
2000-05-06,181,2039
2000-05-06,197,2040
2000-05-06,213,2041
2000-05-06,229,2042
2000-05-08,10,2072
2000-05-08,42,2074
2000-05-08,58,2075
2000-05-08,74,2076
2000-05-08,90,2077
2000-05-08,99,2063
2000-05-08,115,2064
2000-05-08,131,2065
2000-05-08,147,2066
2000-05-08,163,2067
2000-05-09,1,2086
2000-05-09,17,2087
2000-05-09,33,2088
2000-05-09,49,2089
2000-05-09,65,2090
2000-05-09,81,2091
2000-05-09,106,2078
2000-05-09,154,2081
2000-05-09,170,2082
2000-05-09,186,2083
2000-05-09,202,2084
2000-05-09,218,2085
2000-05-10,8,2101
2000-05-10,24,2102
2000-05-10,40,2103
2000-05-10,56,2104
2000-05-10,72,2105
2000-05-10,88,2106
2000-05-10,97,2092
2000-05-10,113,2093
2000-05-10,129,2094
2000-05-10,145,2095
2000-05-10,161,2096
2000-05-10,177,2097
2000-05-10,193,2098
2000-05-10,209,2099
2000-05-10,225,2100
2000-05-11,15,2116
2000-05-11,31,2117
2000-05-11,47,2118
2000-05-11,63,2119
2000-05-11,79,2120
2000-05-11,168,2111
2000-05-11,184,2112
2000-05-11,232,2115
2000-05-12,6,2130
2000-05-12,22,2131
2000-05-12,38,2132
2000-05-12,54,2133
2000-05-12,70,2134
2000-05-12,86,2135
2000-05-12,111,2122
2000-05-12,127,2123
2000-05-12,159,2125
2000-05-12,175,2126
2000-05-12,191,2127
2000-05-12,207,2128
2000-05-12,223,2129
2000-05-13,13,2145
2000-05-13,29,2146
2000-05-13,93,2150
2000-05-13,102,2136
2000-05-13,118,2137
2000-05-13,134,2138
2000-05-13,150,2139
2000-05-13,166,2140
2000-05-13,182,2141
2000-05-13,198,2142
2000-05-13,214,2143
2000-05-13,230,2144
2000-05-14,4,2159
2000-05-14,20,2160
2000-05-14,36,2161
2000-05-14,52,2162
2000-05-14,68,2163
2000-05-14,84,2164
2000-05-14,125,2152
2000-05-14,141,2153
2000-05-14,157,2154
2000-05-14,173,2155
2000-05-14,189,2156
2000-05-14,205,2157
2000-05-14,221,2158
2000-05-15,27,2175
2000-05-15,43,2176
2000-05-15,59,2177
2000-05-15,100,2165
2000-05-15,116,2166
2000-05-15,132,2167
2000-05-15,148,2168
2000-05-15,164,2169
2000-05-15,180,2170
2000-05-15,196,2171
2000-05-15,212,2172
2000-05-15,228,2173
2000-05-16,2,2188
2000-05-16,18,2189
2000-05-16,34,2190
2000-05-16,50,2191
2000-05-16,66,2192
2000-05-16,82,2193
2000-05-16,123,2181
2000-05-16,139,2182
2000-05-16,155,2183
2000-05-16,171,2184
2000-05-16,187,2185
2000-05-16,203,2186
2000-05-17,9,2203
2000-05-17,25,2204
2000-05-17,41,2205
2000-05-17,57,2206
2000-05-17,73,2207
2000-05-17,89,2208
2000-05-17,114,2195
2000-05-17,162,2198
2000-05-17,178,2199
2000-05-17,194,2200
2000-05-17,210,2201
2000-05-17,226,2202
2000-05-18,16,2218
2000-05-18,32,2219
2000-05-18,48,2220
2000-05-18,64,2221
2000-05-18,80,2222
2000-05-18,105,2209
2000-05-18,121,2210
2000-05-18,137,2211
2000-05-18,153,2212
2000-05-18,169,2213
2000-05-18,185,2214
2000-05-18,201,2215
2000-05-18,217,2216
2000-05-18,233,2217
2000-05-19,7,2232
2000-05-19,23,2233
2000-05-19,39,2234
2000-05-19,55,2235
2000-05-19,71,2236
2000-05-19,87,2237
2000-05-19,96,2223
2000-05-19,112,2224
2000-05-19,128,2225
2000-05-19,144,2226
2000-05-19,160,2227
2000-05-19,176,2228
2000-05-19,192,2229
2000-05-19,208,2230
2000-05-19,224,2231
2000-05-20,14,2247
2000-05-20,30,2248
2000-05-20,46,2249
2000-05-20,62,2250
2000-05-20,78,2251
2000-05-20,103,2238
2000-05-20,119,2239
2000-05-20,135,2240
2000-05-21,5,2261
2000-05-21,21,2262
2000-05-21,37,2263
2000-05-21,53,2264
2000-05-21,69,2265
2000-05-21,85,2266
2000-05-21,94,2252
2000-05-21,110,2253
2000-05-21,126,2254
2000-05-21,142,2255
2000-05-21,158,2256
2000-05-21,174,2257
2000-05-21,190,2258
2000-05-21,206,2259
2000-05-21,222,2260
2000-05-22,12,2276
2000-05-22,28,2277
2000-05-22,44,2278
2000-05-22,60,2279
2000-05-22,76,2280
2000-05-22,101,2267
2000-05-22,133,2269
2000-05-22,149,2270
2000-05-22,165,2271
2000-05-22,181,2272
2000-05-22,197,2273
2000-05-22,213,2274
2000-05-22,229,2275
2000-05-23,3,2290
2000-05-23,19,2291
2000-05-23,35,2292
2000-05-23,51,2293
2000-05-23,67,2294
2000-05-23,83,2295
2000-05-23,124,2283
2000-05-23,140,2284
2000-05-23,156,2285
2000-05-23,172,2286
2000-05-23,188,2287
2000-05-24,58,2308
2000-05-24,74,2309
2000-05-24,90,2310
2000-05-24,99,2296
2000-05-24,115,2297
2000-05-24,131,2298
2000-05-24,147,2299
2000-05-24,163,2300
2000-05-24,179,2301
2000-05-24,195,2302
2000-05-25,1,2319
2000-05-25,17,2320
2000-05-25,33,2321
2000-05-25,49,2322
2000-05-25,65,2323
2000-05-25,81,2324
2000-05-25,106,2311
2000-05-25,122,2312
2000-05-25,138,2313
2000-05-25,154,2314
2000-05-25,170,2315
2000-05-25,218,2318
2000-05-26,8,2334
2000-05-26,72,2338
2000-05-26,88,2339
2000-05-26,97,2325
2000-05-26,113,2326
2000-05-26,129,2327
2000-05-26,145,2328
2000-05-26,161,2329
2000-05-26,177,2330
2000-05-26,193,2331
2000-05-26,209,2332
2000-05-26,225,2333
2000-05-27,15,2349
2000-05-27,31,2350
2000-05-27,47,2351
2000-05-27,104,2340
2000-05-27,120,2341
2000-05-27,136,2342
2000-05-27,216,2347
2000-05-27,232,2348
2000-05-28,6,2363
2000-05-28,22,2364
2000-05-28,38,2365
2000-05-28,54,2366
2000-05-28,95,2354
2000-05-28,111,2355
2000-05-28,127,2356
2000-05-28,143,2357
2000-05-28,159,2358
2000-05-28,175,2359
2000-05-28,191,2360
2000-05-28,207,2361
2000-05-28,223,2362
2000-05-29,29,2379
2000-05-29,45,2380
2000-05-29,61,2381
2000-05-29,93,2383
2000-05-29,118,2370
2000-05-29,134,2371
2000-05-29,150,2372
2000-05-29,166,2373
2000-05-29,182,2374
2000-05-29,198,2375
2000-05-29,214,2376
2000-05-29,230,2377
2000-05-30,4,2392
2000-05-30,20,2393
2000-05-30,36,2394
2000-05-30,52,2395
2000-05-30,68,2396
2000-05-30,84,2397
2000-05-30,109,2384
2000-05-30,125,2385
2000-05-30,141,2386
