"Var1","Var2","value"
"aod_mix_74","aod_mix_36",0.807
"aod_mix_01","aod_mix_37",0.847
"aod_mix_02","aod_mix_37",0.849
"aod_mix_03","aod_mix_37",0.852
"aod_mix_04","aod_mix_37",0.859
"aod_mix_05","aod_mix_37",0.869
"aod_mix_06","aod_mix_37",0.882
"aod_mix_07","aod_mix_37",0.898
"aod_mix_08","aod_mix_37",0.915
"aod_mix_09","aod_mix_37",0.931
"aod_mix_10","aod_mix_37",0.941
"aod_mix_11","aod_mix_37",0.929
"aod_mix_12","aod_mix_37",0.932
"aod_mix_13","aod_mix_37",0.936
"aod_mix_14","aod_mix_37",0.944
"aod_mix_15","aod_mix_37",0.953
"aod_mix_16","aod_mix_37",0.962
"aod_mix_17","aod_mix_37",0.969
"aod_mix_18","aod_mix_37",0.972
"aod_mix_19","aod_mix_37",0.968
"aod_mix_20","aod_mix_37",0.955
"aod_mix_21","aod_mix_37",0.942
"aod_mix_22","aod_mix_37",0.944
"aod_mix_23","aod_mix_37",0.945
"aod_mix_24","aod_mix_37",0.948
"aod_mix_25","aod_mix_37",0.949
"aod_mix_26","aod_mix_37",0.949
"aod_mix_27","aod_mix_37",0.946
"aod_mix_28","aod_mix_37",0.941
"aod_mix_29","aod_mix_37",0.932
"aod_mix_30","aod_mix_37",0.921
"aod_mix_31","aod_mix_37",0.951
"aod_mix_32","aod_mix_37",0.957
"aod_mix_33","aod_mix_37",0.962
"aod_mix_34","aod_mix_37",0.974
"aod_mix_35","aod_mix_37",0.985
"aod_mix_36","aod_mix_37",0.994
"aod_mix_37","aod_mix_37",1
"aod_mix_38","aod_mix_37",0.994
"aod_mix_39","aod_mix_37",0.98
"aod_mix_40","aod_mix_37",0.958
"aod_mix_41","aod_mix_37",0.825
"aod_mix_42","aod_mix_37",0.826
"aod_mix_43","aod_mix_37",0.829
"aod_mix_44","aod_mix_37",0.843
"aod_mix_45","aod_mix_37",0.864
"aod_mix_46","aod_mix_37",0.892
"aod_mix_47","aod_mix_37",0.921
"aod_mix_48","aod_mix_37",0.943
"aod_mix_49","aod_mix_37",0.953
"aod_mix_50","aod_mix_37",0.945
"aod_mix_51","aod_mix_37",0.955
"aod_mix_52","aod_mix_37",0.974
"aod_mix_53","aod_mix_37",0.946
"aod_mix_54","aod_mix_37",0.964
"aod_mix_55","aod_mix_37",0.962
"aod_mix_56","aod_mix_37",0.914
"aod_mix_57","aod_mix_37",0.94
"aod_mix_58","aod_mix_37",0.923
"aod_mix_59","aod_mix_37",0.884
"aod_mix_60","aod_mix_37",0.891
"aod_mix_61","aod_mix_37",0.878
"aod_mix_62","aod_mix_37",0.86
"aod_mix_63","aod_mix_37",0.943
"aod_mix_64","aod_mix_37",0.933
"aod_mix_65","aod_mix_37",0.916
"aod_mix_66","aod_mix_37",0.894
"aod_mix_67","aod_mix_37",0.884
"aod_mix_68","aod_mix_37",0.864
"aod_mix_69","aod_mix_37",0.838
"aod_mix_70","aod_mix_37",0.819
"aod_mix_71","aod_mix_37",0.834
"aod_mix_72","aod_mix_37",0.826
"aod_mix_73","aod_mix_37",0.818
"aod_mix_74","aod_mix_37",0.806
"aod_mix_01","aod_mix_38",0.836
"aod_mix_02","aod_mix_38",0.839
"aod_mix_03","aod_mix_38",0.842
"aod_mix_04","aod_mix_38",0.85
"aod_mix_05","aod_mix_38",0.861
"aod_mix_06","aod_mix_38",0.876
"aod_mix_07","aod_mix_38",0.895
"aod_mix_08","aod_mix_38",0.915
"aod_mix_09","aod_mix_38",0.936
"aod_mix_10","aod_mix_38",0.952
"aod_mix_11","aod_mix_38",0.917
"aod_mix_12","aod_mix_38",0.921
"aod_mix_13","aod_mix_38",0.925
"aod_mix_14","aod_mix_38",0.935
"aod_mix_15","aod_mix_38",0.945
"aod_mix_16","aod_mix_38",0.957
"aod_mix_17","aod_mix_38",0.968
"aod_mix_18","aod_mix_38",0.976
"aod_mix_19","aod_mix_38",0.979
"aod_mix_20","aod_mix_38",0.972
"aod_mix_21","aod_mix_38",0.943
"aod_mix_22","aod_mix_38",0.946
"aod_mix_23","aod_mix_38",0.949
"aod_mix_24","aod_mix_38",0.954
"aod_mix_25","aod_mix_38",0.958
"aod_mix_26","aod_mix_38",0.961
"aod_mix_27","aod_mix_38",0.961
"aod_mix_28","aod_mix_38",0.959
"aod_mix_29","aod_mix_38",0.953
"aod_mix_30","aod_mix_38",0.945
"aod_mix_31","aod_mix_38",0.929
"aod_mix_32","aod_mix_38",0.935
"aod_mix_33","aod_mix_38",0.941
"aod_mix_34","aod_mix_38",0.955
"aod_mix_35","aod_mix_38",0.969
"aod_mix_36","aod_mix_38",0.983
"aod_mix_37","aod_mix_38",0.994
"aod_mix_38","aod_mix_38",1
"aod_mix_39","aod_mix_38",0.993
"aod_mix_40","aod_mix_38",0.977
"aod_mix_41","aod_mix_38",0.808
"aod_mix_42","aod_mix_38",0.81
"aod_mix_43","aod_mix_38",0.815
"aod_mix_44","aod_mix_38",0.831
"aod_mix_45","aod_mix_38",0.855
"aod_mix_46","aod_mix_38",0.886
"aod_mix_47","aod_mix_38",0.92
"aod_mix_48","aod_mix_38",0.949
"aod_mix_49","aod_mix_38",0.966
"aod_mix_50","aod_mix_38",0.964
"aod_mix_51","aod_mix_38",0.945
"aod_mix_52","aod_mix_38",0.972
"aod_mix_53","aod_mix_38",0.964
"aod_mix_54","aod_mix_38",0.959
"aod_mix_55","aod_mix_38",0.966
"aod_mix_56","aod_mix_38",0.929
"aod_mix_57","aod_mix_38",0.944
"aod_mix_58","aod_mix_38",0.931
"aod_mix_59","aod_mix_38",0.897
"aod_mix_60","aod_mix_38",0.899
"aod_mix_61","aod_mix_38",0.888
"aod_mix_62","aod_mix_38",0.871
"aod_mix_63","aod_mix_38",0.944
"aod_mix_64","aod_mix_38",0.934
"aod_mix_65","aod_mix_38",0.917
"aod_mix_66","aod_mix_38",0.895
"aod_mix_67","aod_mix_38",0.891
"aod_mix_68","aod_mix_38",0.869
"aod_mix_69","aod_mix_38",0.842
"aod_mix_70","aod_mix_38",0.821
"aod_mix_71","aod_mix_38",0.84
"aod_mix_72","aod_mix_38",0.828
"aod_mix_73","aod_mix_38",0.818
"aod_mix_74","aod_mix_38",0.804
"aod_mix_01","aod_mix_39",0.822
"aod_mix_02","aod_mix_39",0.825
"aod_mix_03","aod_mix_39",0.829
"aod_mix_04","aod_mix_39",0.838
"aod_mix_05","aod_mix_39",0.85
"aod_mix_06","aod_mix_39",0.866
"aod_mix_07","aod_mix_39",0.887
"aod_mix_08","aod_mix_39",0.91
"aod_mix_09","aod_mix_39",0.935
"aod_mix_10","aod_mix_39",0.959
"aod_mix_11","aod_mix_39",0.9
"aod_mix_12","aod_mix_39",0.905
"aod_mix_13","aod_mix_39",0.91
"aod_mix_14","aod_mix_39",0.92
"aod_mix_15","aod_mix_39",0.932
"aod_mix_16","aod_mix_39",0.946
"aod_mix_17","aod_mix_39",0.96
"aod_mix_18","aod_mix_39",0.973
"aod_mix_19","aod_mix_39",0.984
"aod_mix_20","aod_mix_39",0.986
"aod_mix_21","aod_mix_39",0.94
"aod_mix_22","aod_mix_39",0.943
"aod_mix_23","aod_mix_39",0.947
"aod_mix_24","aod_mix_39",0.955
"aod_mix_25","aod_mix_39",0.962
"aod_mix_26","aod_mix_39",0.968
"aod_mix_27","aod_mix_39",0.972
"aod_mix_28","aod_mix_39",0.974
"aod_mix_29","aod_mix_39",0.972
"aod_mix_30","aod_mix_39",0.966
"aod_mix_31","aod_mix_39",0.902
"aod_mix_32","aod_mix_39",0.908
"aod_mix_33","aod_mix_39",0.915
"aod_mix_34","aod_mix_39",0.93
"aod_mix_35","aod_mix_39",0.946
"aod_mix_36","aod_mix_39",0.964
"aod_mix_37","aod_mix_39",0.98
"aod_mix_38","aod_mix_39",0.993
"aod_mix_39","aod_mix_39",1
"aod_mix_40","aod_mix_39",0.992
"aod_mix_41","aod_mix_39",0.786
"aod_mix_42","aod_mix_39",0.79
"aod_mix_43","aod_mix_39",0.796
"aod_mix_44","aod_mix_39",0.814
"aod_mix_45","aod_mix_39",0.84
"aod_mix_46","aod_mix_39",0.873
"aod_mix_47","aod_mix_39",0.911
"aod_mix_48","aod_mix_39",0.947
"aod_mix_49","aod_mix_39",0.973
"aod_mix_50","aod_mix_39",0.98
"aod_mix_51","aod_mix_39",0.929
"aod_mix_52","aod_mix_39",0.963
"aod_mix_53","aod_mix_39",0.978
"aod_mix_54","aod_mix_39",0.948
"aod_mix_55","aod_mix_39",0.965
"aod_mix_56","aod_mix_39",0.943
"aod_mix_57","aod_mix_39",0.944
"aod_mix_58","aod_mix_39",0.937
"aod_mix_59","aod_mix_39",0.91
"aod_mix_60","aod_mix_39",0.906
"aod_mix_61","aod_mix_39",0.897
"aod_mix_62","aod_mix_39",0.882
"aod_mix_63","aod_mix_39",0.942
"aod_mix_64","aod_mix_39",0.932
"aod_mix_65","aod_mix_39",0.914
"aod_mix_66","aod_mix_39",0.893
"aod_mix_67","aod_mix_39",0.897
"aod_mix_68","aod_mix_39",0.873
"aod_mix_69","aod_mix_39",0.844
"aod_mix_70","aod_mix_39",0.821
"aod_mix_71","aod_mix_39",0.845
"aod_mix_72","aod_mix_39",0.83
"aod_mix_73","aod_mix_39",0.817
"aod_mix_74","aod_mix_39",0.801
"aod_mix_01","aod_mix_40",0.803
"aod_mix_02","aod_mix_40",0.807
"aod_mix_03","aod_mix_40",0.811
"aod_mix_04","aod_mix_40",0.82
"aod_mix_05","aod_mix_40",0.833
"aod_mix_06","aod_mix_40",0.851
"aod_mix_07","aod_mix_40",0.873
"aod_mix_08","aod_mix_40",0.898
"aod_mix_09","aod_mix_40",0.927
"aod_mix_10","aod_mix_40",0.957
"aod_mix_11","aod_mix_40",0.879
"aod_mix_12","aod_mix_40",0.883
"aod_mix_13","aod_mix_40",0.888
"aod_mix_14","aod_mix_40",0.899
"aod_mix_15","aod_mix_40",0.912
"aod_mix_16","aod_mix_40",0.927
"aod_mix_17","aod_mix_40",0.945
"aod_mix_18","aod_mix_40",0.962
"aod_mix_19","aod_mix_40",0.979
"aod_mix_20","aod_mix_40",0.991
"aod_mix_21","aod_mix_40",0.931
"aod_mix_22","aod_mix_40",0.935
"aod_mix_23","aod_mix_40",0.94
"aod_mix_24","aod_mix_40",0.95
"aod_mix_25","aod_mix_40",0.959
"aod_mix_26","aod_mix_40",0.968
"aod_mix_27","aod_mix_40",0.976
"aod_mix_28","aod_mix_40",0.982
"aod_mix_29","aod_mix_40",0.985
"aod_mix_30","aod_mix_40",0.985
"aod_mix_31","aod_mix_40",0.871
"aod_mix_32","aod_mix_40",0.877
"aod_mix_33","aod_mix_40",0.884
"aod_mix_34","aod_mix_40",0.899
"aod_mix_35","aod_mix_40",0.917
"aod_mix_36","aod_mix_40",0.938
"aod_mix_37","aod_mix_40",0.958
"aod_mix_38","aod_mix_40",0.977
"aod_mix_39","aod_mix_40",0.992
"aod_mix_40","aod_mix_40",1
"aod_mix_41","aod_mix_40",0.76
"aod_mix_42","aod_mix_40",0.764
"aod_mix_43","aod_mix_40",0.771
"aod_mix_44","aod_mix_40",0.79
"aod_mix_45","aod_mix_40",0.818
"aod_mix_46","aod_mix_40",0.854
"aod_mix_47","aod_mix_40",0.894
"aod_mix_48","aod_mix_40",0.935
"aod_mix_49","aod_mix_40",0.97
"aod_mix_50","aod_mix_40",0.988
"aod_mix_51","aod_mix_40",0.907
"aod_mix_52","aod_mix_40",0.947
"aod_mix_53","aod_mix_40",0.986
"aod_mix_54","aod_mix_40",0.93
"aod_mix_55","aod_mix_40",0.956
"aod_mix_56","aod_mix_40",0.953
"aod_mix_57","aod_mix_40",0.939
"aod_mix_58","aod_mix_40",0.939
"aod_mix_59","aod_mix_40",0.921
"aod_mix_60","aod_mix_40",0.911
"aod_mix_61","aod_mix_40",0.904
"aod_mix_62","aod_mix_40",0.892
"aod_mix_63","aod_mix_40",0.933
"aod_mix_64","aod_mix_40",0.923
"aod_mix_65","aod_mix_40",0.906
"aod_mix_66","aod_mix_40",0.886
"aod_mix_67","aod_mix_40",0.9
"aod_mix_68","aod_mix_40",0.874
"aod_mix_69","aod_mix_40",0.844
"aod_mix_70","aod_mix_40",0.819
"aod_mix_71","aod_mix_40",0.85
"aod_mix_72","aod_mix_40",0.832
"aod_mix_73","aod_mix_40",0.814
"aod_mix_74","aod_mix_40",0.796
"aod_mix_01","aod_mix_41",0.703
"aod_mix_02","aod_mix_41",0.704
"aod_mix_03","aod_mix_41",0.704
"aod_mix_04","aod_mix_41",0.706
"aod_mix_05","aod_mix_41",0.71
"aod_mix_06","aod_mix_41",0.715
"aod_mix_07","aod_mix_41",0.723
"aod_mix_08","aod_mix_41",0.73
"aod_mix_09","aod_mix_41",0.735
"aod_mix_10","aod_mix_41",0.734
"aod_mix_11","aod_mix_41",0.777
"aod_mix_12","aod_mix_41",0.778
"aod_mix_13","aod_mix_41",0.778
"aod_mix_14","aod_mix_41",0.779
"aod_mix_15","aod_mix_41",0.779
"aod_mix_16","aod_mix_41",0.778
"aod_mix_17","aod_mix_41",0.776
"aod_mix_18","aod_mix_41",0.77
"aod_mix_19","aod_mix_41",0.761
"aod_mix_20","aod_mix_41",0.747
"aod_mix_21","aod_mix_41",0.743
"aod_mix_22","aod_mix_41",0.743
"aod_mix_23","aod_mix_41",0.742
"aod_mix_24","aod_mix_41",0.74
"aod_mix_25","aod_mix_41",0.738
"aod_mix_26","aod_mix_41",0.735
"aod_mix_27","aod_mix_41",0.732
"aod_mix_28","aod_mix_41",0.727
"aod_mix_29","aod_mix_41",0.721
"aod_mix_30","aod_mix_41",0.714
"aod_mix_31","aod_mix_41",0.849
"aod_mix_32","aod_mix_41",0.849
"aod_mix_33","aod_mix_41",0.85
"aod_mix_34","aod_mix_41",0.849
"aod_mix_35","aod_mix_41",0.845
"aod_mix_36","aod_mix_41",0.837
"aod_mix_37","aod_mix_41",0.825
"aod_mix_38","aod_mix_41",0.808
"aod_mix_39","aod_mix_41",0.786
"aod_mix_40","aod_mix_41",0.76
"aod_mix_41","aod_mix_41",1
"aod_mix_42","aod_mix_41",0.965
"aod_mix_43","aod_mix_41",0.944
"aod_mix_44","aod_mix_41",0.927
"aod_mix_45","aod_mix_41",0.922
"aod_mix_46","aod_mix_41",0.913
"aod_mix_47","aod_mix_41",0.89
"aod_mix_48","aod_mix_41",0.856
"aod_mix_49","aod_mix_41",0.816
"aod_mix_50","aod_mix_41",0.774
"aod_mix_51","aod_mix_41",0.784
"aod_mix_52","aod_mix_41",0.78
"aod_mix_53","aod_mix_41",0.742
"aod_mix_54","aod_mix_41",0.785
"aod_mix_55","aod_mix_41",0.774
"aod_mix_56","aod_mix_41",0.733
"aod_mix_57","aod_mix_41",0.772
"aod_mix_58","aod_mix_41",0.757
"aod_mix_59","aod_mix_41",0.725
"aod_mix_60","aod_mix_41",0.742
"aod_mix_61","aod_mix_41",0.732
"aod_mix_62","aod_mix_41",0.717
"aod_mix_63","aod_mix_41",0.795
"aod_mix_64","aod_mix_41",0.812
"aod_mix_65","aod_mix_41",0.824
"aod_mix_66","aod_mix_41",0.825
"aod_mix_67","aod_mix_41",0.762
"aod_mix_68","aod_mix_41",0.77
"aod_mix_69","aod_mix_41",0.765
"aod_mix_70","aod_mix_41",0.758
"aod_mix_71","aod_mix_41",0.728
"aod_mix_72","aod_mix_41",0.74
"aod_mix_73","aod_mix_41",0.745
"aod_mix_74","aod_mix_41",0.742
"aod_mix_01","aod_mix_42",0.69
"aod_mix_02","aod_mix_42",0.691
"aod_mix_03","aod_mix_42",0.692
"aod_mix_04","aod_mix_42",0.694
"aod_mix_05","aod_mix_42",0.699
"aod_mix_06","aod_mix_42",0.705
"aod_mix_07","aod_mix_42",0.714
"aod_mix_08","aod_mix_42",0.722
"aod_mix_09","aod_mix_42",0.729
"aod_mix_10","aod_mix_42",0.731
"aod_mix_11","aod_mix_42",0.769
"aod_mix_12","aod_mix_42",0.77
"aod_mix_13","aod_mix_42",0.771
"aod_mix_14","aod_mix_42",0.773
"aod_mix_15","aod_mix_42",0.774
"aod_mix_16","aod_mix_42",0.775
"aod_mix_17","aod_mix_42",0.774
"aod_mix_18","aod_mix_42",0.769
"aod_mix_19","aod_mix_42",0.762
"aod_mix_20","aod_mix_42",0.749
"aod_mix_21","aod_mix_42",0.74
"aod_mix_22","aod_mix_42",0.74
"aod_mix_23","aod_mix_42",0.74
"aod_mix_24","aod_mix_42",0.74
"aod_mix_25","aod_mix_42",0.738
"aod_mix_26","aod_mix_42",0.736
"aod_mix_27","aod_mix_42",0.733
"aod_mix_28","aod_mix_42",0.729
"aod_mix_29","aod_mix_42",0.724
"aod_mix_30","aod_mix_42",0.718
"aod_mix_31","aod_mix_42",0.838
"aod_mix_32","aod_mix_42",0.84
"aod_mix_33","aod_mix_42",0.841
"aod_mix_34","aod_mix_42",0.842
"aod_mix_35","aod_mix_42",0.841
"aod_mix_36","aod_mix_42",0.836
"aod_mix_37","aod_mix_42",0.826
"aod_mix_38","aod_mix_42",0.81
"aod_mix_39","aod_mix_42",0.79
"aod_mix_40","aod_mix_42",0.764
"aod_mix_41","aod_mix_42",0.965
"aod_mix_42","aod_mix_42",1
"aod_mix_43","aod_mix_42",0.976
"aod_mix_44","aod_mix_42",0.955
"aod_mix_45","aod_mix_42",0.946
"aod_mix_46","aod_mix_42",0.929
"aod_mix_47","aod_mix_42",0.899
"aod_mix_48","aod_mix_42",0.861
"aod_mix_49","aod_mix_42",0.821
"aod_mix_50","aod_mix_42",0.779
"aod_mix_51","aod_mix_42",0.779
"aod_mix_52","aod_mix_42",0.778
"aod_mix_53","aod_mix_42",0.744
"aod_mix_54","aod_mix_42",0.78
"aod_mix_55","aod_mix_42",0.771
"aod_mix_56","aod_mix_42",0.731
"aod_mix_57","aod_mix_42",0.765
"aod_mix_58","aod_mix_42",0.751
"aod_mix_59","aod_mix_42",0.72
"aod_mix_60","aod_mix_42",0.733
"aod_mix_61","aod_mix_42",0.723
"aod_mix_62","aod_mix_42",0.709
"aod_mix_63","aod_mix_42",0.787
"aod_mix_64","aod_mix_42",0.803
"aod_mix_65","aod_mix_42",0.813
"aod_mix_66","aod_mix_42",0.813
"aod_mix_67","aod_mix_42",0.751
"aod_mix_68","aod_mix_42",0.758
"aod_mix_69","aod_mix_42",0.753
"aod_mix_70","aod_mix_42",0.745
"aod_mix_71","aod_mix_42",0.716
"aod_mix_72","aod_mix_42",0.727
"aod_mix_73","aod_mix_42",0.732
"aod_mix_74","aod_mix_42",0.728
"aod_mix_01","aod_mix_43",0.683
"aod_mix_02","aod_mix_43",0.684
"aod_mix_03","aod_mix_43",0.685
"aod_mix_04","aod_mix_43",0.688
"aod_mix_05","aod_mix_43",0.693
"aod_mix_06","aod_mix_43",0.701
"aod_mix_07","aod_mix_43",0.71
"aod_mix_08","aod_mix_43",0.72
"aod_mix_09","aod_mix_43",0.729
"aod_mix_10","aod_mix_43",0.733
"aod_mix_11","aod_mix_43",0.765
"aod_mix_12","aod_mix_43",0.767
"aod_mix_13","aod_mix_43",0.769
"aod_mix_14","aod_mix_43",0.771
"aod_mix_15","aod_mix_43",0.773
"aod_mix_16","aod_mix_43",0.775
"aod_mix_17","aod_mix_43",0.775
"aod_mix_18","aod_mix_43",0.772
"aod_mix_19","aod_mix_43",0.766
"aod_mix_20","aod_mix_43",0.754
"aod_mix_21","aod_mix_43",0.742
"aod_mix_22","aod_mix_43",0.742
"aod_mix_23","aod_mix_43",0.742
"aod_mix_24","aod_mix_43",0.743
"aod_mix_25","aod_mix_43",0.742
"aod_mix_26","aod_mix_43",0.741
"aod_mix_27","aod_mix_43",0.738
"aod_mix_28","aod_mix_43",0.734
"aod_mix_29","aod_mix_43",0.73
"aod_mix_30","aod_mix_43",0.724
"aod_mix_31","aod_mix_43",0.832
"aod_mix_32","aod_mix_43",0.835
"aod_mix_33","aod_mix_43",0.838
"aod_mix_34","aod_mix_43",0.84
"aod_mix_35","aod_mix_43",0.84
"aod_mix_36","aod_mix_43",0.837
"aod_mix_37","aod_mix_43",0.829
"aod_mix_38","aod_mix_43",0.815
"aod_mix_39","aod_mix_43",0.796
"aod_mix_40","aod_mix_43",0.771
"aod_mix_41","aod_mix_43",0.944
"aod_mix_42","aod_mix_43",0.976
"aod_mix_43","aod_mix_43",1
"aod_mix_44","aod_mix_43",0.976
"aod_mix_45","aod_mix_43",0.962
"aod_mix_46","aod_mix_43",0.937
"aod_mix_47","aod_mix_43",0.903
"aod_mix_48","aod_mix_43",0.866
"aod_mix_49","aod_mix_43",0.827
"aod_mix_50","aod_mix_43",0.787
"aod_mix_51","aod_mix_43",0.777
"aod_mix_52","aod_mix_43",0.78
"aod_mix_53","aod_mix_43",0.749
"aod_mix_54","aod_mix_43",0.78
"aod_mix_55","aod_mix_43",0.773
"aod_mix_56","aod_mix_43",0.734
"aod_mix_57","aod_mix_43",0.764
"aod_mix_58","aod_mix_43",0.751
"aod_mix_59","aod_mix_43",0.721
"aod_mix_60","aod_mix_43",0.73
"aod_mix_61","aod_mix_43",0.721
"aod_mix_62","aod_mix_43",0.707
"aod_mix_63","aod_mix_43",0.785
"aod_mix_64","aod_mix_43",0.801
"aod_mix_65","aod_mix_43",0.81
"aod_mix_66","aod_mix_43",0.809
"aod_mix_67","aod_mix_43",0.747
"aod_mix_68","aod_mix_43",0.753
"aod_mix_69","aod_mix_43",0.747
"aod_mix_70","aod_mix_43",0.739
"aod_mix_71","aod_mix_43",0.711
"aod_mix_72","aod_mix_43",0.721
"aod_mix_73","aod_mix_43",0.725
"aod_mix_74","aod_mix_43",0.721
"aod_mix_01","aod_mix_44",0.681
"aod_mix_02","aod_mix_44",0.683
"aod_mix_03","aod_mix_44",0.684
"aod_mix_04","aod_mix_44",0.688
"aod_mix_05","aod_mix_44",0.694
"aod_mix_06","aod_mix_44",0.703
"aod_mix_07","aod_mix_44",0.715
"aod_mix_08","aod_mix_44",0.727
"aod_mix_09","aod_mix_44",0.738
"aod_mix_10","aod_mix_44",0.746
"aod_mix_11","aod_mix_44",0.767
"aod_mix_12","aod_mix_44",0.769
"aod_mix_13","aod_mix_44",0.772
"aod_mix_14","aod_mix_44",0.777
"aod_mix_15","aod_mix_44",0.781
"aod_mix_16","aod_mix_44",0.784
"aod_mix_17","aod_mix_44",0.786
"aod_mix_18","aod_mix_44",0.786
"aod_mix_19","aod_mix_44",0.781
"aod_mix_20","aod_mix_44",0.772
"aod_mix_21","aod_mix_44",0.752
"aod_mix_22","aod_mix_44",0.753
"aod_mix_23","aod_mix_44",0.754
"aod_mix_24","aod_mix_44",0.756
"aod_mix_25","aod_mix_44",0.757
"aod_mix_26","aod_mix_44",0.756
"aod_mix_27","aod_mix_44",0.755
"aod_mix_28","aod_mix_44",0.752
"aod_mix_29","aod_mix_44",0.749
"aod_mix_30","aod_mix_44",0.743
"aod_mix_31","aod_mix_44",0.833
"aod_mix_32","aod_mix_44",0.837
"aod_mix_33","aod_mix_44",0.84
"aod_mix_34","aod_mix_44",0.846
"aod_mix_35","aod_mix_44",0.849
"aod_mix_36","aod_mix_44",0.848
"aod_mix_37","aod_mix_44",0.843
"aod_mix_38","aod_mix_44",0.831
"aod_mix_39","aod_mix_44",0.814
"aod_mix_40","aod_mix_44",0.79
"aod_mix_41","aod_mix_44",0.927
"aod_mix_42","aod_mix_44",0.955
"aod_mix_43","aod_mix_44",0.976
"aod_mix_44","aod_mix_44",1
"aod_mix_45","aod_mix_44",0.979
"aod_mix_46","aod_mix_44",0.95
"aod_mix_47","aod_mix_44",0.918
"aod_mix_48","aod_mix_44",0.884
"aod_mix_49","aod_mix_44",0.848
"aod_mix_50","aod_mix_44",0.808
"aod_mix_51","aod_mix_44",0.783
"aod_mix_52","aod_mix_44",0.792
"aod_mix_53","aod_mix_44",0.768
"aod_mix_54","aod_mix_44",0.789
"aod_mix_55","aod_mix_44",0.786
"aod_mix_56","aod_mix_44",0.751
"aod_mix_57","aod_mix_44",0.775
"aod_mix_58","aod_mix_44",0.763
"aod_mix_59","aod_mix_44",0.734
"aod_mix_60","aod_mix_44",0.74
"aod_mix_61","aod_mix_44",0.73
"aod_mix_62","aod_mix_44",0.717
"aod_mix_63","aod_mix_44",0.795
"aod_mix_64","aod_mix_44",0.811
"aod_mix_65","aod_mix_44",0.819
"aod_mix_66","aod_mix_44",0.817
"aod_mix_67","aod_mix_44",0.756
"aod_mix_68","aod_mix_44",0.76
"aod_mix_69","aod_mix_44",0.752
"aod_mix_70","aod_mix_44",0.742
"aod_mix_71","aod_mix_44",0.716
"aod_mix_72","aod_mix_44",0.724
"aod_mix_73","aod_mix_44",0.727
"aod_mix_74","aod_mix_44",0.721
"aod_mix_01","aod_mix_45",0.69
"aod_mix_02","aod_mix_45",0.692
"aod_mix_03","aod_mix_45",0.694
"aod_mix_04","aod_mix_45",0.699
"aod_mix_05","aod_mix_45",0.706
"aod_mix_06","aod_mix_45",0.716
"aod_mix_07","aod_mix_45",0.729
"aod_mix_08","aod_mix_45",0.743
"aod_mix_09","aod_mix_45",0.758
"aod_mix_10","aod_mix_45",0.769
"aod_mix_11","aod_mix_45",0.778
"aod_mix_12","aod_mix_45",0.78
"aod_mix_13","aod_mix_45",0.783
"aod_mix_14","aod_mix_45",0.789
"aod_mix_15","aod_mix_45",0.795
"aod_mix_16","aod_mix_45",0.801
"aod_mix_17","aod_mix_45",0.805
"aod_mix_18","aod_mix_45",0.807
"aod_mix_19","aod_mix_45",0.805
"aod_mix_20","aod_mix_45",0.798
"aod_mix_21","aod_mix_45",0.771
"aod_mix_22","aod_mix_45",0.772
"aod_mix_23","aod_mix_45",0.774
"aod_mix_24","aod_mix_45",0.777
"aod_mix_25","aod_mix_45",0.78
"aod_mix_26","aod_mix_45",0.781
"aod_mix_27","aod_mix_45",0.781
"aod_mix_28","aod_mix_45",0.779
"aod_mix_29","aod_mix_45",0.776
"aod_mix_30","aod_mix_45",0.771
"aod_mix_31","aod_mix_45",0.843
"aod_mix_32","aod_mix_45",0.847
"aod_mix_33","aod_mix_45",0.852
"aod_mix_34","aod_mix_45",0.859
"aod_mix_35","aod_mix_45",0.865
"aod_mix_36","aod_mix_45",0.867
"aod_mix_37","aod_mix_45",0.864
"aod_mix_38","aod_mix_45",0.855
"aod_mix_39","aod_mix_45",0.84
"aod_mix_40","aod_mix_45",0.818
"aod_mix_41","aod_mix_45",0.922
"aod_mix_42","aod_mix_45",0.946
"aod_mix_43","aod_mix_45",0.962
"aod_mix_44","aod_mix_45",0.979
"aod_mix_45","aod_mix_45",1
"aod_mix_46","aod_mix_45",0.974
"aod_mix_47","aod_mix_45",0.945
"aod_mix_48","aod_mix_45",0.913
"aod_mix_49","aod_mix_45",0.878
"aod_mix_50","aod_mix_45",0.838
"aod_mix_51","aod_mix_45",0.797
"aod_mix_52","aod_mix_45",0.812
"aod_mix_53","aod_mix_45",0.796
"aod_mix_54","aod_mix_45",0.807
"aod_mix_55","aod_mix_45",0.809
"aod_mix_56","aod_mix_45",0.779
"aod_mix_57","aod_mix_45",0.797
"aod_mix_58","aod_mix_45",0.786
"aod_mix_59","aod_mix_45",0.759
"aod_mix_60","aod_mix_45",0.762
"aod_mix_61","aod_mix_45",0.752
"aod_mix_62","aod_mix_45",0.739
"aod_mix_63","aod_mix_45",0.817
"aod_mix_64","aod_mix_45",0.833
"aod_mix_65","aod_mix_45",0.84
"aod_mix_66","aod_mix_45",0.836
"aod_mix_67","aod_mix_45",0.777
"aod_mix_68","aod_mix_45",0.78
"aod_mix_69","aod_mix_45",0.77
"aod_mix_70","aod_mix_45",0.757
"aod_mix_71","aod_mix_45",0.734
"aod_mix_72","aod_mix_45",0.74
"aod_mix_73","aod_mix_45",0.74
