"Date","Site.Code","POC","Site.Latitude","Site.Longitude","Mean.Temp","Min.Temp","Max.Temp","Atm.Press","Ag","As","Al","Ba","Br","Ca","Cr","Co","Cu","Cl","Cd","Ce","Cs","Fe","Hg","K","Mn","Mg","Na","Ni","P","Pb","Rb","S","Sb","Se","Si","Sn","Sr","Ti","V","Zn","Zr","NH4","Cl_ion","Na_ion","K_ion","nitrate","OC","EC","EC_unadjusted","sulfate","pixel.id","path","pixel.longitude","pixel.latitude","elevation","AOD","AOD_uncertainty","angstrom_exp_550_860","AOD_absorption","AOD_nonspherical","small_mode_AOD","medium_mode_AOD","large_mode_AOD","AOD_raw","AOD_uncertainty_raw","angstrom_exp_550_860_raw","AOD_absorption_raw","AOD_nonspherical_raw","small_mode_AOD_raw","medium_mode_AOD_raw","large_mode_AOD_raw","aerosol_retrieval_conf_index","cloud_screen_parameter","cloud_screen_parameter_neighbour_3x3","aerosol_retrieval_flag","column_ozone_climatology","ocean_surface_windspeed_climatology","ocean_surface_windspeed_retrieved","rayleigh_optical_depth","lowest_residual_mixture","aod_mix_01","aod_mix_02","aod_mix_03","aod_mix_04","aod_mix_05","aod_mix_06","aod_mix_07","aod_mix_08","aod_mix_09","aod_mix_10","aod_mix_11","aod_mix_12","aod_mix_13","aod_mix_14","aod_mix_15","aod_mix_16","aod_mix_17","aod_mix_18","aod_mix_19","aod_mix_20","aod_mix_21","aod_mix_22","aod_mix_23","aod_mix_24","aod_mix_25","aod_mix_26","aod_mix_27","aod_mix_28","aod_mix_29","aod_mix_30","aod_mix_31","aod_mix_32","aod_mix_33","aod_mix_34","aod_mix_35","aod_mix_36","aod_mix_37","aod_mix_38","aod_mix_39","aod_mix_40","aod_mix_41","aod_mix_42","aod_mix_43","aod_mix_44","aod_mix_45","aod_mix_46","aod_mix_47","aod_mix_48","aod_mix_49","aod_mix_50","aod_mix_51","aod_mix_52","aod_mix_53","aod_mix_54","aod_mix_55","aod_mix_56","aod_mix_57","aod_mix_58","aod_mix_59","aod_mix_60","aod_mix_61","aod_mix_62","aod_mix_63","aod_mix_64","aod_mix_65","aod_mix_66","aod_mix_67","aod_mix_68","aod_mix_69","aod_mix_70","aod_mix_71","aod_mix_72","aod_mix_73","aod_mix_74","min_chisq_01","min_chisq_02","min_chisq_03","min_chisq_04","min_chisq_05","min_chisq_06","min_chisq_07","min_chisq_08","min_chisq_09","min_chisq_10","min_chisq_11","min_chisq_12","min_chisq_13","min_chisq_14","min_chisq_15","min_chisq_16","min_chisq_17","min_chisq_18","min_chisq_19","min_chisq_20","min_chisq_21","min_chisq_22","min_chisq_23","min_chisq_24","min_chisq_25","min_chisq_26","min_chisq_27","min_chisq_28","min_chisq_29","min_chisq_30","min_chisq_31","min_chisq_32","min_chisq_33","min_chisq_34","min_chisq_35","min_chisq_36","min_chisq_37","min_chisq_38","min_chisq_39","min_chisq_40","min_chisq_41","min_chisq_42","min_chisq_43","min_chisq_44","min_chisq_45","min_chisq_46","min_chisq_47","min_chisq_48","min_chisq_49","min_chisq_50","min_chisq_51","min_chisq_52","min_chisq_53","min_chisq_54","min_chisq_55","min_chisq_56","min_chisq_57","min_chisq_58","min_chisq_59","min_chisq_60","min_chisq_61","min_chisq_62","min_chisq_63","min_chisq_64","min_chisq_65","min_chisq_66","min_chisq_67","min_chisq_68","min_chisq_69","min_chisq_70","min_chisq_71","min_chisq_72","min_chisq_73","min_chisq_74","flag_retrieve_01","flag_retrieve_02","flag_retrieve_03","flag_retrieve_04","flag_retrieve_05","flag_retrieve_06","flag_retrieve_07","flag_retrieve_08","flag_retrieve_09","flag_retrieve_10","flag_retrieve_11","flag_retrieve_12","flag_retrieve_13","flag_retrieve_14","flag_retrieve_15","flag_retrieve_16","flag_retrieve_17","flag_retrieve_18","flag_retrieve_19","flag_retrieve_20","flag_retrieve_21","flag_retrieve_22","flag_retrieve_23","flag_retrieve_24","flag_retrieve_25","flag_retrieve_26","flag_retrieve_27","flag_retrieve_28","flag_retrieve_29","flag_retrieve_30","flag_retrieve_31","flag_retrieve_32","flag_retrieve_33","flag_retrieve_34","flag_retrieve_35","flag_retrieve_36","flag_retrieve_37","flag_retrieve_38","flag_retrieve_39","flag_retrieve_40","flag_retrieve_41","flag_retrieve_42","flag_retrieve_43","flag_retrieve_44","flag_retrieve_45","flag_retrieve_46","flag_retrieve_47","flag_retrieve_48","flag_retrieve_49","flag_retrieve_50","flag_retrieve_51","flag_retrieve_52","flag_retrieve_53","flag_retrieve_54","flag_retrieve_55","flag_retrieve_56","flag_retrieve_57","flag_retrieve_58","flag_retrieve_59","flag_retrieve_60","flag_retrieve_61","flag_retrieve_62","flag_retrieve_63","flag_retrieve_64","flag_retrieve_65","flag_retrieve_66","flag_retrieve_67","flag_retrieve_68","flag_retrieve_69","flag_retrieve_70","flag_retrieve_71","flag_retrieve_72","flag_retrieve_73","flag_retrieve_74"
2000-08-28,"CSN_06-067-0006",5,38.613779,-121.368014,23,15,33,753,0,0,0.0218,0.072,0.002,0.0697,0,0,0.0033,0.151,0,0,0.008,0.0705,0,0.043,0.0028,0.047,0.708,0.0018,0,0.005,0.001,0.684,0.005,0,0.111,0.015,0,0.0047,0.001,0.0022,0,0.459,NA,0.752,0,1.6,NA,NA,NA,2.02,"P042_002443","P042",-121.367454528809,38.6103553771973,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,305,3.31322455406189,NA,0.0968160703778267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-09-09,"CSN_06-085-0004",5,37.339666,-121.888575,19,13,30,754,0,0.002,0.005,0.027,0.001,0.0696,0,0,0.002,0.163,0.004,0.004,0,0.0608,0.002,0.033,0.002,0.023,0.761,0.0025,0,0.002,0,0.482,0.003,0.001,0.068,0.018,0,0.0041,0,0.0019,0,0.457,NA,1.19,0,2.87,NA,NA,NA,1.59,"P046_006311","P046",-121.902542114258,37.3353614807129,-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,299,2.85417056083679,NA,0.0971150472760201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-09-18,"CSN_06-067-0006",5,38.613779,-121.368014,26,15,38,753,0,0,0.074,0.032,0.0027,0.0653,0.001,0,0.0035,0.003,0,0,0.001,0.162,0.003,0.069,0.0059,0,0,0.001,0,0.0095,0.002,0.241,0.001,0,0.226,0.028,0.001,0.0106,0,0.0032,0,0.237,NA,0.058,0,0.404,NA,NA,NA,0.806,"P045_006701","P045",-121.365684509277,38.6252059936523,23,0.0836395472288132,0.0325173065066338,1.11379313468933,0,0,0.0510562434792519,0.00137239915784448,0.0312116984277964,0.0836395472288132,0.0325173065066338,1.11379313468933,0,0,0.0510562434792519,0.00137239915784448,0.0312116984277964,NA,0.9375,0.958333313465118,0,296,2.85417056083679,NA,0.0968045890331268,6,0.0458984375,0.0457763671875,0.045654296875,0.0496826171875,0.05029296875,0.05126953125,0.085693359375,0.070068359375,0.073974609375,0.111328125,0.083251953125,0.08349609375,0.083984375,0.070556640625,0.0703125,0.070068359375,0.089111328125,0.0888671875,0.107666015625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07080078125,0.07080078125,0.070556640625,0.0703125,0.089599609375,0.08935546875,0.107177734375,0.10791015625,0.126953125,NA,0.084716796875,0.08544921875,0.0859375,0.088623046875,0.10302734375,0.10498046875,0.108154296875,0.1259765625,0.142578125,NA,0.064208984375,0.089111328125,NA,0.0830078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.25,16.25,16.25,16.125,16.125,16.125,14.84375,15.4375,15.34375,14.03125,15.53125,15.5,15.4375,15.78125,15.78125,15.75,15.09375,15.0625,14.40625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.125,16.125,16.0625,16.0625,15.4375,15.375,14.78125,14.65625,14,NA,16.125,16.0625,16,15.84375,15.375,15.1875,14.96875,14.375,13.75,NA,15.90625,15,NA,15.125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-09-27,"CSN_06-019-0008",5,36.781333,-119.77319,23,16,33,749,0.003,0,0.071,0.037,0.0044,0.0704,0,0,0.0092,0,0.002,0,0,0.172,0.002,0.124,0.0047,0,0,0.001,0,0.0073,0.001,0.859,0.011,0.0038,0.275,0.024,0.001,0.0072,0.001,0.0031,0,2.19,NA,0.098,0.042,5.46,NA,NA,NA,2.45,"P044_010308","P044",-119.773918151855,36.775505065918,129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,296,1.13911020755768,NA,0.0955935046076775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-09-27,"CSN_06-067-0006",5,38.613779,-121.368014,19,14,29,757,0.003,0,0,0.064,0.0041,0.0359,0,0,0.0105,0.007,0,0,0.001,0.0616,0,0.073,0.001,0,0.079,0.001,0,0.001,0.001,0.789,0.001,0,0.098,0.013,0.002,0.003,0.0022,0,0,1.1,NA,0.163,0,1.58,NA,NA,NA,2.42,"P044_006783","P044",-121.356552124023,38.5995330810547,22,0.0923543870449066,0.0190819837152958,1.91001415252686,0,0,0.0878085941076279,0.00030440627597272,0.00424149027094245,0.0923543870449066,0.0190819837152958,1.91001415252686,0,0,0.0878085941076279,0.00030440627597272,0.00424149027094245,NA,0.8125,0.805555582046509,0,296,2.85417056083679,NA,0.0968160703778267,2,0.075439453125,0.078125,NA,NA,0.097412109375,NA,0.118408203125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.8984375,3.828125,NA,NA,3.3828125,NA,2.96875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-09-27,"CSN_06-085-0004",5,37.339666,-121.888575,18,15,28,760,0,0,0.0263,0.021,0.002,0.165,0,0,0.0031,0,0,0.075,0,0.153,0,0.062,0.0029,0.044,0.184,0.0058,0,0.004,0.001,0.846,0,0,0.21,0.012,0.007,0.0126,0.001,0.0035,0,1.91,NA,0.14,0,4.61,NA,NA,NA,2.44,"P044_009685","P044",-121.872932434082,37.3343391418457,-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0625,0.118007503449917,5,299,2.85417056083679,NA,0.0970805138349533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-10-06,"CSN_06-019-0008",5,36.781333,-119.77319,24,16,32,746,0.003,0.002,0.093,0.049,0.0091,0.17,0.0032,0,0.0059,0.007,0,0.015,0.01,0.242,0,0.18,0.0047,0,0.233,0.0037,0,0.005,0,1.03,0,0.0041,0.391,0.027,0,0.014,0.001,0.0108,0,3.11,NA,0.333,0.067,8.45,NA,NA,NA,3.18,"P043_009097","P043",-119.768997192383,36.7945556640625,131,0.224531129002571,0.045363537967205,1.44061589241028,0,0,0.199601888656616,0.0144395465031266,0.0104899611324072,0.224531129002571,0.045363537967205,1.44061589241028,0,0,0.199601888656616,0.0144395465031266,0.0104899611324072,NA,0.875,0.951388895511627,0,285,0.654835999011993,NA,0.0955707654356956,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1708984375,0.17041015625,0.19140625,0.19091796875,0.21630859375,0.2373046875,0.2763671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.20849609375,0.21240234375,0.2119140625,0.23291015625,0.2548828125,0.2978515625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21630859375,NA,NA,0.279296875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.703125,5.671875,5.46875,5.40625,5.125,4.90625,4.5625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.953125,5.875,5.8125,5.546875,5.296875,4.90625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.296875,NA,NA,4.875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-10-06,"CSN_06-085-0004",5,37.339666,-121.888575,17,15,23,756,0,0,0.0168,0.033,0.0076,0.143,0.001,0,0.0063,0.056,0,0.025,0.006,0.181,0,0.122,0.002,0,0.697,0.003,0,0.0075,0,1.78,0.009,0,0.206,0.019,0,0.0093,0.0034,0.0075,0,4.59,NA,0.62,0,10.4,NA,NA,NA,5.55,"P043_008228","P043",-121.879608154297,37.326114654541,1,NA,NA,NA,NA,NA,NA,NA,NA,0.439632475376129,0.0491334497928619,0.920506298542023,0.00217119627632201,0.0863666608929634,0.207530945539474,0.068640261888504,0.163464665412903,NA,0.25,0.326437443494797,2,285,1.96679306030273,NA,0.0970574915409088,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.205078125,0.23095703125,0.23095703125,0.255859375,0.2802734375,0.330078125,0.3798828125,0.4453125,NA,NA,0.44140625,0.458984375,0.48046875,0.505859375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3046875,0.4052734375,NA,0.4013671875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.8125,8.75,8.8125,7.96875,7.234375,5.84375,4.796875,3.8515625,NA,NA,4.625,4.265625,3.875,3.5078125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.578125,4.296875,NA,4.453125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-10-15,"CSN_06-067-0006",5,38.613779,-121.368014,16,9,26,757,0,0,0.021,0.031,0.002,0.0215,0,0,0.0332,0,0,0.011,0.007,0.0668,0,0.048,0,0,0.137,0.001,0,0.004,0,0.418,0,0.001,0.0564,0.022,0,0.002,0.001,0.0019,0,0.718,NA,0.215,0,2.32,NA,NA,NA,1.34,"P042_002443","P042",-121.367454528809,38.6103553771973,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,283,1.96679306030273,NA,0.0968160703778267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-10-15,"CSN_06-085-0004",5,37.339666,-121.888575,16,13,23,759,0.001,0.0028,0,0,0.0034,0.0472,0,0,0.0026,0.045,0,0.006,0.016,0.0824,0.003,0.051,0,0,0.275,0.0113,0,0.004,0,0.728,0,0,0.061,0.011,0.001,0.0043,0.001,0,0,2.01,NA,0.35,0,5.18,NA,NA,NA,2.11,"P042_004957","P042",-121.880142211914,37.337158203125,-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,285,1.96679306030273,NA,0.097092017531395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2000-10-24,"CSN_06-019-0008",5,36.781333,-119.77319,18,9,27,752,0,0.001,0.037,0.083,0.0046,0.0763,0,0,0.0038,0.002,0,0,0.008,0.156,0,0.0823,0.0034,0,0,0.0019,0,0.0065,0,0.258,0,0,0.242,0.023,0,0.009,0,0.0053,0,1.24,NA,0.081,0,4,NA,NA,NA,0.798,"P041_002436","P041",-119.760032653809,36.77294921875,130,0.0888341963291168,0.0213804580271244,1.39044272899628,0.00880833435803652,0,0.0834657177329063,0.00535179441794753,1.66882146004355e-05,0.0888341963291168,0.0213804580271244,1.39044272899628,0.00880833435803652,0,0.0834657177329063,0.00535179441794753,1.66882146004355e-05,NA,0.8125,0.944444417953491,0,285,0.654835999011993,NA,0.0955821424722672,31,0.0513916015625,0.05126953125,0.0511474609375,NA,NA,0.076171875,0.09326171875,NA,NA,NA,0.095703125,0.095458984375,0.09521484375,0.076171875,0.075927734375,0.106201171875,0.090576171875,0.10302734375,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.076416015625,0.076171875,0.076171875,0.076171875,0.095458984375,0.09521484375,0.106201171875,NA,NA,NA,0.1005859375,0.1005859375,0.10107421875,0.101318359375,0.1142578125,0.108642578125,0.12060546875,NA,NA,NA,0.07568359375,0.089599609375,NA,0.08935546875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.921875,3.9453125,3.9765625,NA,NA,3.4375,3.265625,NA,NA,NA,3.1015625,3.1171875,3.140625,3.5078125,3.5859375,3.265625,3.4921875,3.4921875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7265625,3.7421875,3.765625,3.796875,3.4453125,3.515625,3.4765625,NA,NA,NA,3.625,3.6171875,3.6015625,3.6015625,3.46875,3.5625,3.5390625,NA,NA,NA,3.625,3.5390625,NA,3.53125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
